symbol,term,Revenue,COGS,Gross Profit,SG&A,Operating Income,Net Income,EPS,EBITDA,EBIT,Shares,Cash & Equivalents,Receivables,Inventory,Current Assets,Long Term Assets,Total Assets,Current Debt,Current Liabilities,Long Term Debt,Long Term Liabilities,Total Liabilities,Shareholders Equity,Depreciation,Operating Cash Flow,Capital Expenditure,Investing Cash Flow,Dividend,Financing Cash Flow,Price,Price_M1,Price_M2,Price_M3,name,name_kr,sector,industry,avg_volume
MMM,2019Q4,32136.0,17136.0,15000.0,7029.0,6174.0,4517.0,7.92,7767.0,6174.0,577.0,2451.0,4791.0,4134.0,12971.0,31688.0,44659.0,2795.0,9222.0,17518.0,25311.0,34533.0,10126.0,1593.0,7070.0,-1576.0,-6444.0,5.76,-1124.0,176.42,158.66,149.24,136.51,3M Co,쓰리엠 (3M),Industrials,Conglomerates,2376200
MMP,2019Q4,2727.91,619.279,2108.63,196.65,1203.7,1020.85,4.46,1449.84,1203.7,228.658,58.03,149.327,184.399,459.408,7978.32,8437.73,0.0,666.876,4706.08,5055.83,5722.7,2715.03,246.134,1321.18,-878.624,-1007.25,,-538.589,62.87,61.38,54.55,36.49,Magellan Midstream Partners Units,Magellan Midstream Partners Units,Energy,Oil & Gas Midstream,1007630
MMS,2019Q4,3040.42,2353.06,687.369,328.579,322.106,243.645,3.7800000000000002,415.281,322.106,64.597,149.515,641.139,,843.908,1145.88,1989.79,7.009,432.708,122.0,258.078,690.786,1299.01,93.175,384.654,-67.36,-82.606,1.03,-203.661,74.39,71.75,63.02,58.2,Maximus Inc,막시무스,Industrials,Specialty Business Services,341733
MMSI,2019Q4,994.852,562.486,432.366,327.274,15.4339,5.451,0.09,120.372,15.4339,55.075,44.32,172.023,225.698,454.538,1302.78,1757.32,7.5,181.656,431.984,625.721,807.377,949.944,104.938,77.813,-77.253,-134.481,,33.533,31.22,36.42,36.01,31.25,Merit Medical Systems Inc,메리트 메디컬 시스템즈,Healthcare,Medical Instruments & Supplies,2714900
MMYT,2019Q4,526.76,165.611,361.149,304.87,-130.133,-149.491,-1.43,-130.133,-130.133,105.279,221.073,63.906,0.082,378.442,1139.33,1517.77,3.983,237.49,22.707,43.071,280.561,1237.21,52.028,-47.146,-6.238,79.774,,-9.055,22.9,23.0,23.01,11.96,MakeMyTrip Ltd,메이크마이트립,Consumer Cyclical,Travel Services,168000
MNDT,2019Q4,331.37,200.305,131.065,356.512,-338.774,-257.409,-1.25,-258.107,-338.774,207.234,1039.56,171.459,5.892,1313.74,1576.75,2890.49,117.288,849.949,893.273,1338.87,2188.82,701.666,80.667,67.537,-29.349,-169.036,,26.273,16.53,15.98,13.23,10.58,Mandiant Inc,맨디언트,Technology,Software Infrastructure,2460300
MNKD,2019Q4,63.038,27.979,35.059,74.669,-44.597,-51.903,-0.27,-43.625,-44.597,195.584,50.2,3.513,4.155,60.757,32.968,93.725,5.028,65.618,113.871,218.633,284.251,-190.526,0.972,-88.483,-2.565,-22.843,,69.864,1.29,1.47,1.27,1.03,MannKind Corp,맨카인드,Healthcare,Biotechnology,1547670
MNRL,2019Q4,101.515,4.985,96.53,28.372,37.218,6.901,0.21,68.591,37.218,22.87,51.133,30.291,,83.112,701.05,784.162,0.0,11.533,0.0,455.31,466.843,317.319,31.373,69.025,-216.832,-216.832,0.66,166.481,21.44,17.01,15.95,8.27,Brigham Minerals Inc Class A,브라이엄 미네랄스 Class A,Energy,Oil & Gas E&P,120933
MNRO,2019Q4,1257.66,773.013,484.648,354.896,129.752,78.586,2.33,191.577,129.752,33.274,8.826,18.625,179.171,252.505,1459.71,1712.21,31.084,272.728,495.873,692.893,965.621,746.592,61.825,150.115,-55.274,-175.308,0.86,30.44,78.2,62.7,56.12,43.81,Monro Inc,먼로,Consumer Cyclical,Auto Parts,257533
MNST,2019Q4,4200.82,1682.23,2518.58,1115.65,1402.94,1107.84,2.04,1463.67,1402.94,542.191,1331.02,540.33,360.731,2316.31,2834.04,5150.35,4.0,661.097,25.0,317.974,979.071,4171.28,60.727,1113.76,-100.422,-326.724,,-628.506,63.55,66.6,62.41,56.26,Monster Beverage Corp,몬스터 베버리지,Consumer Defensive,Beverages Non Alcoholic,2040870
MNTV,2019Q4,307.421,76.524,230.897,206.861,-66.443,-73.859,-0.56,-21.31,-66.443,131.568,131.035,17.795,,161.29,642.969,804.259,1.9,193.056,213.616,309.219,502.275,301.984,45.133,54.652,-14.484,-128.086,,50.822,17.87,17.65,18.23,13.51,Momentive Global Inc,모먼티브 글로벌,Technology,Software Application,1157300
MO,2019Q4,25110.0,12399.0,12711.0,2226.0,10326.0,-1300.0,-0.72,10552.0,10326.0,1869.0,2117.0,152.0,2293.0,4824.0,44447.0,49271.0,1000.0,8174.0,27042.0,34778.0,42952.0,6319.0,226.0,7837.0,-246.0,-2398.0,3.2800000000000002,-4712.0,49.91,47.53,40.37,38.67,Altria Group Inc,알트리아그룹,Consumer Defensive,Tobacco,12191600
MOD,2019Q4,2059.3,1735.1,324.2,258.6,50.7997,10.8,0.21,127.9,50.7997,50.8,36.2,283.7,223.9,611.3,923.9,1535.2,117.4,474.2,330.3,518.0,992.2,543.0,77.1,81.8,-66.8,-62.2,,-13.5,7.7,7.03,7.46,3.25,Modine Manufacturing Co,모딘 매뉴팩처링,Consumer Cyclical,Auto Parts,233800
MODN,2019Q4,144.546,65.915,78.631,61.877,-14.359,-17.565,-0.53,-5.35,-14.359,33.145,55.789,31.111,,94.558,79.294,173.852,5.106,70.684,39.286,43.83,114.514,59.338,9.009,9.72,-0.168,-0.168,,-5.898,35.07,31.19,29.0,22.21,Model N Inc,모델 N,Technology,Software Application,460333
MOG.A,2019Q4,2979.83,2152.24,827.587,406.694,298.108,181.806,5.34,383.441,298.108,34.511,127.291,989.214,559.232,1719.33,1628.75,3348.08,14.0,733.319,977.573,1278.07,2011.39,1336.69,85.333,159.291,-121.357,-179.03,1.0,36.831,85.33,89.61,77.12,50.53,Moog Inc Class A,무그 Class A,Industrials,Aerospace & Defense,167867
MOH,2019Q4,16829.0,13905.0,2924.0,1296.0,1044.0,737.0,11.47,1133.0,1044.0,62.2,4398.0,1406.0,,5967.0,820.0,6787.0,18.0,3269.0,1468.0,1558.0,4827.0,1960.0,89.0,434.0,-57.0,-293.0,,-559.0,135.69,122.97,122.55,139.71,Molina Healthcare Inc,몰리나 헬스케어,Healthcare,Healthcare Plans,645433
MOMO,2019Q4,2444.07,1219.81,1224.25,605.893,510.602,426.743,2.06,561.766,510.602,207.658,2143.89,38.716,,2268.65,960.931,3229.58,19.0,374.435,711.648,884.562,1259.0,1970.58,51.164,782.686,-26.676,-578.861,0.62,-182.967,33.5,30.6,28.12,21.69,Hello Group Inc ADR,헬로 그룹 ADR Class A,Communication Services,Internet Content & Information,2776800
MOS,2019Q4,8906.3,8009.0,897.3,354.1,-1094.9,-1067.4,-2.8,433.301,-1094.9,383.8,519.1,803.9,2076.4,3718.2,15580.3,19298.5,88.8,2591.7,4525.5,7339.2,9930.9,9367.6,1528.2,1095.4,-1268.2,-1360.9,0.18,-82.2,21.64,19.84,17.03,10.82,Mosaic Co,모자이크,Basic Materials,Agricultural Inputs,3655500
MOV,2019Q4,709.359,324.442,384.917,331.438,53.479,56.642,2.42,69.625,53.479,23.117,116.025,136.272,201.164,484.198,382.857,867.055,14.579,137.431,50.685,208.943,346.374,520.681,16.146,14.754,-12.21,-17.608,0.8,-27.929,21.74,17.22,14.7,11.82,Movado Group Inc,모바도 그룹,Consumer Cyclical,Luxury Goods,238467
MPAA,2019Q4,514.173,406.406,107.767,71.908,27.723,-1.862,-0.2,47.15,27.723,18.962,11.84,63.882,264.748,373.418,353.324,726.742,133.678,298.324,21.38,144.092,442.416,284.326,19.427,-24.41,-13.406,-19.016,,44.192,22.03,19.86,16.74,12.58,Motorcar Parts of America Inc,모터카 파츠 오브 아메리카,Consumer Cyclical,Auto Parts,123533
MPC,2019Q4,111148.0,99228.0,11920.0,3753.0,4462.0,2637.0,4.01,7720.0,4462.0,659.0,1393.0,7233.0,9804.0,30458.0,66292.0,98556.0,704.0,16948.0,28020.0,39469.0,56417.0,42139.0,3258.0,9441.0,-4763.0,-6261.0,2.12,-3376.0,60.25,54.5,47.42,23.62,Marathon Petroleum Corp,매러선 페트롤리엄,Energy,Oil & Gas Refining & Marketing,10300800
MPW,2019Q4,854.197,23.992,830.205,96.411,343.651,374.684,0.86,509.107,343.651,427.075,2389.28,365.588,,2754.86,11712.5,14467.3,0.0,291.489,7023.68,7147.69,7439.18,7028.15,165.456,494.117,-132.768,-4883.96,1.02,5041.88,21.11,22.15,21.13,17.29,Medical Properties Trust Inc,메디컬 프로퍼티즈 트러스트,Real Estate,Reit Healthcare Facilities,2942400
MPWR,2019Q4,627.921,281.596,346.325,133.542,102.562,108.839,2.52,114.352,102.562,43.165,455.397,52.704,127.5,655.206,301.169,956.375,1.0,98.225,1.0,84.659,182.884,773.491,11.79,216.303,-86.538,-167.112,1.6,-48.05,178.02,171.17,158.64,167.46,Monolithic Power Systems Inc,모놀리식 파워 시스템즈,Technology,Semiconductors,330533
MRC,2019Q4,3662.0,3009.0,653.0,550.0,103.0,15.0,0.17,167.0,103.0,83.0,32.0,459.0,701.0,1218.0,1107.0,2325.0,4.0,486.0,547.0,842.0,1328.0,997.0,64.0,242.0,-17.0,-16.0,,-238.0,13.64,11.26,8.7,4.26,MRC Global Inc,MRC 글로벌,Energy,Oil & Gas Equipment & Services,1038630
MRCY,2019Q4,722.816,402.224,320.592,120.931,81.2141,61.836,1.2,128.28,81.2141,54.548,182.037,198.828,153.642,545.109,967.511,1512.62,7.0,107.884,55.0,87.68,195.564,1317.06,47.066,108.563,-36.808,-215.364,,194.937,69.11,76.75,73.46,71.34,Mercury Systems Inc,머큐리 시스템즈,Industrials,Aerospace & Defense,459933
MRK,2019Q4,39121.0,12016.0,27105.0,9455.0,7926.0,9843.0,3.81,11236.0,7926.0,2565.0,10450.0,6778.0,5978.0,27483.0,56914.0,84397.0,3846.0,22220.0,22736.0,36176.0,58396.0,26001.0,3310.0,8884.0,-3369.0,-2529.0,2.26,-8861.0,86.78,81.53,73.05,73.42,Merck & Co Inc,머크,Healthcare,Drug Manufacturers General,9673840
MRKR,2019Q4,0.2132,0.0,0.0,9.9772,-22.742,-21.428,-0.47000000000000003,-22.4554,-22.5288,45.588,43.904,0.0562,,45.4866,0.8727,46.3593,0.2041,1.9928,0.2802,0.2802,2.2731,44.0862,0.2866,-18.2843,-0.375,-0.375,,0.8165,2.88,2.59,2.47,1.9,Marker Therapeutics Inc,마커 테라퓨틱스,Healthcare,Biotechnology,210833
MRNA,2019Q4,60.0,0.0,60.0,110.0,-546.0,-514.0,-1.55,-519.0,-546.0,331.0,1104.03,5.369,0.0,1128.8,460.618,1589.42,4.0,143.115,38.689,271.497,414.612,1174.81,27.0,-459.0,-32.0,-15.0,,52.0,19.56,20.51,25.93,29.95,Moderna Inc,모더나,Healthcare,Biotechnology,1380270
MRO,2019Q4,5063.0,712.0,4351.0,667.0,636.0,480.0,0.59,3033.0,636.0,810.0,858.0,1122.0,72.0,2135.0,18110.0,20245.0,101.0,1745.0,5501.0,6347.0,8092.0,12153.0,2397.0,2749.0,-2590.0,-2818.0,0.2,-535.0,13.58,11.37,8.28,3.29,Marathon Oil Corp,마라톤 오일,Energy,Oil & Gas E&P,10081100
MRSN,2019Q4,42.123,,42.123,17.283,-30.2,-28.208,-0.33,-29.177,-30.2,43.492,99.79,0.0,,101.326,6.215,107.541,0.667,24.07,4.201,5.153,29.223,78.318,1.023,-67.744,-0.605,-27.293,,97.704,5.73,6.75,8.66,5.83,Mersana Therapeutics Inc,메르사나 테라퓨틱스,Healthcare,Biotechnology,200633
MRTN,2019Q4,843.271,280.289,562.982,322.457,76.498,61.071,0.7467,171.635,76.498,81.945,31.461,101.767,0.0,154.166,642.42,796.586,0.0,76.326,0.649,122.671,198.997,597.589,95.137,156.46,-141.652,-140.509,0.49,-41.253,14.33,13.84,13.03,13.68,Marten Transport Ltd,마텐 트랜스포트,Industrials,Trucking,245450
MRTX,2019Q4,3.335,0.0,3.335,42.573,-222.104,-213.256,-5.64,-225.276,-222.104,37.468,415.05,2.0,,424.407,7.793,432.2,1.0,48.906,0.0,0.999,49.905,382.295,-3.172,-147.726,-530.228,-176.14,,338.028,128.86,86.83,89.49,76.87,Mirati Therapeutics Inc,미라티 테라퓨틱스,Healthcare,Biotechnology,747833
MRVL,2019Q4,2726.29,1352.09,1374.2,449.156,-181.871,-448.98,-0.68,403.55,-181.871,668.178,438.369,495.216,308.299,1886.57,8416.7,10303.3,0.0,654.454,2036.44,2482.99,3137.44,7165.82,585.421,411.1,-48.296,-509.674,0.24,-73.318,26.56,24.04,21.3,22.63,Marvell Technology Inc,마벨 테크놀로지 그룹,Technology,Semiconductors,8708130
MS,2019Q4,41538.0,2493.0,39045.0,25256.0,11301.0,8512.0,5.26,13944.0,11301.0,1617.0,276944.0,186283.0,,463227.0,432202.0,895429.0,0.0,620105.0,192627.0,192627.0,812732.0,82697.0,2643.0,40773.0,-1826.0,-33561.0,1.3,-11966.0,51.12,52.26,45.03,34.0,Morgan Stanley,모간스탠리,Financial Services,Capital Markets,7684930
MSA,2019Q4,1401.98,763.352,638.629,330.502,188.247,137.773,3.52,226.267,188.247,38.653,202.087,255.082,185.027,693.363,1046.33,1739.69,29.0,277.509,328.394,729.611,1007.12,732.573,38.02,164.962,-36.386,-64.157,1.6400000000000001,-84.624,126.36,135.6,121.67,101.2,MSA Safety Inc,MSA 세이프티,Industrials,Security & Protection Services,207300
MSCI,2019Q4,1557.8,294.961,1262.84,329.391,755.701,563.648,6.66,861.672,755.701,84.644,1506.57,499.268,,2081.78,2122.66,4204.44,22.0,900.786,3071.93,3380.37,4281.15,-76.714,105.971,709.523,-53.77,-71.937,2.52,-36.667,258.18,285.8,295.44,288.96,MSCI Inc,MSCI,Financial Services,Financial Data & Stock Exchanges,571167
MSFT,2019Q4,134249.0,43346.0,90903.0,23583.0,49323.0,44323.0,5.8,61347.0,49323.0,7621.0,134253.0,23525.0,1823.0,167074.0,115720.0,282794.0,6247.0,59640.0,63361.0,113045.0,172685.0,110109.0,12024.0,54126.0,-13546.0,-16432.0,1.8900000000000001,-35411.0,157.7,170.23,162.01,157.71,Microsoft Corp,마이크로소프트,Technology,Software Infrastructure,21942000
MSGS,2019Q4,221.73,145.565,76.165,251.423,-145.244,-23.807,-1.02,-28.7051,-145.244,23.913,1156.12,132.64,,1405.17,2676.39,4081.55,4.792,870.005,31.16,532.873,1402.88,2678.68,116.539,243.906,-329.116,-360.93,,-97.414,209.84,211.26,191.03,150.79,Madison Square Garden Sports Corp Class A,매디슨 스퀘어 가든 스포츠 Class A,Communication Services,Entertainment,205440
MSI,2019Q4,7887.0,3956.0,3931.0,1403.0,1581.0,868.0,5.2,1975.0,1581.0,166.6,1001.0,1412.0,447.0,4178.0,6464.0,10642.0,16.0,3439.0,5113.0,7886.0,11325.0,-683.0,394.0,1823.0,-241.0,-934.0,2.35,-1144.0,161.14,177.0,165.68,132.92,Motorola Solutions Inc,모토로라 솔루션스,Technology,Communication Equipment,1425970
MSM,2019Q4,3355.82,1934.57,1421.25,1027.24,387.294,280.051,5.07,453.85,387.294,55.275,27.778,536.878,539.433,1170.82,1168.95,2339.76,138.877,403.828,267.583,419.571,823.399,1516.37,66.556,336.672,-54.409,-39.009,2.76,-281.441,78.47,68.07,61.82,54.97,MSC Industrial Direct Co Inc Class A,MSC 인더스트리얼 다이렉트 Class A,Industrials,Industrial Distribution,390533
MT,2019Q4,70615.0,68887.0,1728.0,0.0,-627.0,-2454.0,-2.42,2440.0,-627.0,1013.0,4995.0,3569.0,17296.0,28616.0,59292.0,87908.0,2869.0,21287.0,11471.0,26138.0,47425.0,40483.0,3067.0,6017.0,-3572.0,-3824.0,0.2,514.0,17.54,14.66,14.3,9.33,ArcelorMittal SA ADR,아르셀로미탈 ADR,Basic Materials,Steel,2725530
MTB,2019Q4,6941.27,749.329,6191.94,3625.19,2547.26,1849.51,13.76,,,134.428,9096.59,,,104612.0,15260.3,119873.0,2337.0,97169.9,6986.19,6986.19,104156.0,15716.6,301.315,2357.55,-178.049,727.007,4.1,-3253.7,169.75,168.52,140.38,103.43,M&T Bank Corp,M&T 뱅크,Financial Services,Banks Regional,572933
MTC,2019Q4,0.2008,,,,,-2.2432,-0.1,,,20.7,3.6425,0.016,,4.348,0.963,6.2085,0.3393,0.805,0.6483,0.0,1.4538,4.7547,0.0834,-4.7376000000000005,-0.177,-0.4118,,8.1157,1.9500000000000002,2.02,1.5,0.97,MMTEC Inc,MMTEC,Technology,Software Application,138600
MTCH,2019Q4,2692.48,667.031,2025.44,1145.19,607.767,431.131,5.12,650.849,607.767,182.598,465.676,116.459,0.0,3708.06,4656.74,8364.8,13.75,1010.18,2889.63,3456.3,4466.49,3898.32,43.082,647.989,-39.035,-41.73,,654.024,82.11,78.22,65.0,66.04,Match Group Inc,매치 그룹,Communication Services,Internet Content & Information,1533230
MTD,2019Q4,3008.65,1267.44,1741.21,819.183,728.388,561.109,22.88,817.069,728.388,24.568,207.785,566.256,274.285,1109.65,1679.67,2789.32,55.868,754.512,1235.35,1614.03,2368.54,420.78,88.681,603.45,-95.919,-99.083,,-477.368,793.28,757.18,701.7,690.51,Mettler-Toledo International Inc,메틀러 톨레도 인터내셔널,Healthcare,Diagnostics & Research,174267
MTDR,2019Q4,983.67,198.469,785.201,80.054,235.48,87.777,0.76,588.504,235.48,116.555,65.128,189.413,10.744,278.492,3791.18,4069.68,51.0,399.772,1582.42,1700.45,2100.22,1969.45,353.024,552.042,-853.21,-903.976,,333.078,17.97,14.67,9.64,2.48,Matador Resources Co,마타도 리소시스,Energy,Oil & Gas E&P,2671230
MTG,2019Q4,1213.98,301.343,912.634,12.001,900.633,673.763,1.92,949.417,900.633,352.827,169.056,78.749,78.749,247.805,5981.77,6229.57,0.0,935.636,832.739,984.701,1920.34,4309.23,48.784,609.532,-5.636,-422.108,0.12,-173.406,14.17,13.79,12.03,6.35,MGIC Investment Corp,MGIC 인베스트먼트,Financial Services,Insurance Specialty,3593770
MTH,2019Q4,3666.94,2970.87,696.076,392.821,307.373,249.663,6.52,335.296,307.373,38.1,319.466,88.492,2744.0,458.859,2939.39,3398.25,25.0,405.278,1018.98,1018.98,1424.26,1973.99,27.923000000000002,346.82,-23.926,-13.489,,-325.331,61.11,70.96,63.46,36.51,Meritage Homes Corp,메리티지 홈즈,Consumer Cyclical,Residential Construction,497767
MTN,2019Q4,2319.34,1338.7,980.638,285.091,468.334,302.483,7.52,693.253,468.334,40.342,150.353,87.301,127.859,428.334,4729.41,5157.75,63.807,971.5,2005.06,2663.81,3635.31,1522.44,224.919,666.489,-196.775,-632.125,7.04,-37.013,239.83,234.51,212.61,147.71,Vail Resorts Inc,베일 리조트,Consumer Cyclical,Resorts & Casinos,287967
MTNB,2019Q4,0.0898,0.19790000000000002,-0.1081,7.7763,-18.9211,-18.2968,-0.14,-18.1401,-18.9211,145.195,28.0251,0.0,,29.9229,10.3173,40.2402,0.47840000000000005,3.0972,0.0545,4.0913,7.1886,33.0516,0.781,-14.0921,-0.4056,-6.0113,,29.8519,2.27,1.35,1.0,0.6000000000000001,Matinas BioPharma Holdings Inc,마티나스 바이오팜 홀딩스,Healthcare,Biotechnology,428233
MTOR,2019Q4,4251.0,3625.0,626.0,292.0,308.0,240.0,2.83,397.0,308.0,78.2,108.0,478.0,556.0,1179.0,1717.0,2896.0,178.0,982.0,901.0,1530.0,2512.0,384.0,89.0,226.0,-96.0,-260.0,,18.0,26.19,21.91,22.69,13.25,Meritor Inc,메리터,Consumer Cyclical,Auto Parts,1214500
MTRN,2019Q4,1185.42,922.734,262.69,147.164,70.546,53.394,2.48,113.01,70.5459,20.365,125.007,154.751,236.253,537.747,360.683,898.43,0.868,122.44,18.684,130.247,252.687,645.743,42.464,99.222,-24.207,-26.484,0.43,-18.054,59.45,54.3,45.34,35.01,Materion Corp,마테리언,Basic Materials,Other Industrial Metals & Mining,113767
MTRX,2019Q4,1414.38,1271.27,143.11,97.317,7.2781,-0.112,0.0,64.5931,7.2781,26.925,110.495,199.164,7.185,381.511,210.377,591.888,9.425,229.824,14.817,39.269,269.093,322.795,57.315,66.535,-27.316,-27.316,,-0.625,22.88,20.12,12.08,9.47,Matrix Service Co,매트릭스 서비스,Industrials,Engineering & Construction,200967
MTSI,2019Q4,468.116,265.829,202.287,143.107,-376.507,-388.764,-5.95,-266.919,-376.507,66.24,210.063,68.506,106.857,410.634,721.573,1132.21,6.885,94.639,684.426,744.048,838.687,293.52,109.588,55.449,-25.149,-26.086,,-8.286,26.6,28.42,25.27,18.93,MACOM Technology Solutions Holdings Inc,메이컴 테크놀로지 솔루션스 홀딩스,Technology,Semiconductors,640667
MTW,2019Q4,1834.1,1490.0,344.1,225.6,108.4,46.6,1.31,145.2,108.4,35.487,199.3,168.3,461.4,872.4,745.3,1617.7,3.8,440.9,308.4,530.9,971.8,645.9,36.8,-53.3,-17.9,108.4,,3.7,17.5,14.45,12.47,8.5,Manitowoc Company Inc,매니토웍 컴퍼니,Industrials,Farm & Heavy Construction Machinery,401767
MTX,2019Q4,1791.0,1350.4,440.6,187.5,208.7,132.7,3.79,307.1,208.7,35.0,243.2,376.2,253.3,919.2,2193.4,3112.6,2.1,398.5,824.3,1279.5,1678.0,1434.6,98.4,238.3,-65.0,-62.0,0.2,-143.3,57.63,54.13,44.87,36.26,Minerals Technologies Inc,미네랄스 테크놀로지스,Basic Materials,Specialty Chemicals,173900
MTZ,2019Q4,7183.19,6070.24,1112.94,286.361,587.782,392.334,5.21,823.264,587.782,75.185,71.427,850.326,100.069,2173.56,2823.45,4997.01,118.429,1219.13,1314.03,1986.19,3205.32,1791.69,235.482,550.278,-91.458,-261.823,,-244.631,64.16,57.75,49.08,32.73,MasTec Inc,마스텍,Industrials,Engineering & Construction,933167
MU,2019Q4,20637.0,13184.0,7453.0,838.0,4135.0,3511.0,3.16,9561.0,4135.0,1107.0,7588.0,3419.0,4943.0,16167.0,33482.0,49649.0,462.0,6317.0,5188.0,6832.0,13149.0,36500.0,5426.0,10390.0,-9023.0,-6847.0,,-995.0,53.78,53.09,52.56,42.06,Micron Technology Inc,마이크론 테크놀로지,Technology,Semiconductors,21086800
MUR,2019Q4,2829.05,595.076,2829.05,837.916,445.293,1149.73,7.1,1621.11,445.293,163.992,306.76,426.684,76.123,974.327,10145.9,11718.5,92.0,942.789,2803.38,4971.1,5913.89,5804.61,1175.82,1489.11,-2536.2,-2536.2,1.0,-1129.99,26.8,20.96,18.85,6.13,Murphy Oil Corp,머피 오일,Energy,Oil & Gas E&P,4334330
MUSA,2019Q4,14034.6,12908.1,1126.5,703.9,268.499,154.8,4.94,420.699,268.499,31.594,280.3,172.9,227.6,710.8,1976.4,2687.2,38.8,505.0,999.3,1379.2,1884.2,803.0,152.2,313.3,-202.3,-203.1,,-14.4,117.0,102.17,97.5,84.36,Murphy Usa Inc,머피 USA,Consumer Cyclical,Specialty Retail,1015070
MUX,2019Q4,117.019,108.033,8.986,12.785,-63.914,-59.747,-0.17,-47.125,-72.668,361.845,48.337,5.265,38.376,91.978,539.245,631.223,10.0,48.795,39.516,82.949,131.744,499.479,25.543,-39.527,-29.707,-14.061,0.0,70.007,1.27,1.15,0.9,0.66,McEwen Mining Inc,맥이웬 마이닝,Basic Materials,Other Precious Metals & Mining,4612030
MVIS,2019Q4,8.886,8.564,0.322,8.133,-26.472,-26.483,-0.24,-24.823,-26.472,111.297,5.837,1.079,0.192,7.837,3.999,11.836,0.681,14.456,0.009000000000000001,1.357,15.813,-3.977,1.649,-24.043,-0.745,-0.745,,16.859,0.72,0.65,0.25,0.17,MicroVision Inc,마이크로비전,Technology,Scientific & Technical Instruments,395867
MWA,2019Q4,987.8,654.4,333.4,191.6,128.7,95.1,0.61,183.6,128.7,157.7,136.8,132.1,212.9,507.5,801.5,1309.0,0.9,123.4,445.5,590.6,714.0,595.0,54.9,70.2,-83.5,-88.0,0.2,-44.9,11.98,11.65,10.95,8.01,Mueller Water Products Inc Series A,뮬러 워터 프로덕츠 시리즈 A,Industrials,Specialty Industrial Machinery,732400
MX,2019Q4,520.671,404.274,116.397,47.595,23.7251,-21.826,-0.65,58.7531,23.7251,34.322,161.477,57.647,41.404,379.365,215.963,595.328,2.2880000000000003,133.833,304.743,476.476,610.309,-14.981,35.028,50.497,-22.753,-28.897,,-1.802,11.61,13.45,11.43,11.05,MagnaChip Semiconductor Corp,매그나칩 세미컨덕터,Technology,Semiconductors,297300
MXL,2019Q4,317.18,149.495,167.685,88.762,-22.057,-19.898,-0.28,45.921,-22.057,71.005,93.057,50.411,31.51,181.77,524.021,705.791,5.0,66.562,206.909,224.309,290.871,414.92,67.978,78.348,-6.8870000000000005,-6.973,,-53.383,21.22,19.49,15.46,11.67,Maxlinear Inc,맥스리니어,Technology,Semiconductors,459233
MYGN,2019Q4,813.4,198.5,614.9,545.0,174.5,-26.2,-0.36,267.0,-29.4,74.4,141.6,121.8,28.1,365.3,1213.0,1578.3,13.0,112.4,225.1,388.6,501.0,1077.3,110.7,97.6,-13.4,-300.7,,171.1,27.23,27.65,17.62,14.31,Myriad Genetics Inc,미리아드 제네틱스,Healthcare,Diagnostics & Research,553367
NAT,2019Q4,317.22,207.803,109.417,13.481,31.971,-10.352,-0.08,31.971,31.971,142.571,62.463,24.583,22.475,129.372,901.531,1030.9,23.537,59.028,375.364,376.451,435.479,595.424,68.256,52.858,-2.531,-2.319,0.1,-38.251,4.92,3.38,3.22,4.53,Nordic American Tanker Ltd,노르딕 아메리칸 탱커스,Industrials,Marine Shipping,1889230
NATI,2019Q4,1353.21,336.891,1016.32,596.16,174.554,162.151,1.24,248.095,174.554,131.722,432.599,248.872,200.41,947.358,704.531,1651.89,13.0,306.123,41.0,169.416,475.539,1176.35,73.541,224.405,-37.43,-17.948,1.0,-270.817,42.34,44.63,40.28,33.08,National Instruments Corp,내셔널 인스트루먼츠,Technology,Software Application,513333
NAVB,2019Q4,0.6578,0.0066,0.6512,6.2754,-10.9625,-10.9482,-0.8,-10.818,-10.9625,14.393,1.0472,0.9013,0.0,2.9158,1.2351,4.1509,0.5565,3.8196,0.5123,1.2123,5.0319,-0.881,0.14450000000000002,-9.3547,0.054,0.7704000000000001,,6.1556,1.26,1.2,0.98,0.76,Navidea Biopharmaceuticals Inc,나비디아 바이오파마슈티컬스,Healthcare,Biotechnology,126367
